"","motif","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","motif.name"
"1111","MA0882.1",2.1768195709486e-18,0.848001916789967,0.644,0.479,1.37792678841047e-15,"NE_6","DLX6"
"1112","MA0884.1",3.51405712742191e-31,0.955695893154002,0.762,0.498,2.22439816165807e-28,"NFIB high_NE","DUXA"
"1113","MA0886.1",7.60705418235523e-07,1.18859197818538,0.67,0.49,0.000481526529743086,"NE_8","EMX2"
"1114","MA0886.1",2.23303392516444e-69,1.99135366925366,0.853,0.477,1.41351047462909e-66,"NFIB high_NE","EMX2"
"1115","MA0886.1",4.76707568878187e-11,0.89901124672901,0.672,0.488,3.01755891099892e-08,"NE_7","EMX2"
"1116","MA0886.1",3.05333734660193e-20,1.5357130290045,0.638,0.483,1.93276254039902e-17,"NE_6","EMX2"
"1117","MA0887.1",0.000187592791730136,0.942732299796802,0.63,0.493,0.118746237165176,"NE_8","EVX1"
"1118","MA0887.1",1.26693216767028e-55,1.8853603352371,0.816,0.481,8.01968062135289e-53,"NFIB high_NE","EVX1"
"1119","MA0887.1",3.29426049719851e-06,0.574555052197286,0.593,0.493,0.00208526689472666,"NE_7","EVX1"
"1120","MA0887.1",1.23227701481461e-21,1.21701579711223,0.668,0.484,7.80031350377651e-19,"NE_6","EVX1"
"1121","MA0888.1",8.45519407864841e-18,1.40408444866003,0.626,0.476,5.35213785178444e-15,"NE_6","EVX2"
"1122","MA0888.1",6.14163411689909e-07,0.863239559758218,0.655,0.481,0.000388765439599712,"NE_7","EVX2"
"1123","MA0888.1",1.12122744411144e-06,1.27364729228182,0.7,0.482,0.000709736972122542,"NE_8","EVX2"
"1124","MA0888.1",1.11512509549068e-69,1.96936761429209,0.839,0.469,7.05874185445598e-67,"NFIB high_NE","EVX2"
"1125","MA0889.1",4.65218313020274e-78,2.32946312011018,0.856,0.474,2.94483192141834e-75,"NFIB high_NE","GBX1"
"1126","MA0889.1",4.81754923693124e-25,1.00675627545772,0.674,0.479,3.04950866697748e-22,"NE_6","GBX1"
"1127","MA0889.1",0.000232597219000546,0.678223876780245,0.66,0.488,0.147234039627346,"NE_8","GBX1"
"1128","MA0889.1",1.16799927552955e-09,1.37079756703617,0.661,0.487,7.39343541410205e-07,"NE_7","GBX1"
"1129","MA0890.1",1.25870799244898e-05,0.535989488703477,0.69,0.489,0.00796762159220207,"NE_8","GBX2"
"1130","MA0890.1",1.9343784147282e-19,0.796626847628206,0.662,0.48,1.22446153652295e-16,"NE_6","GBX2"
"1131","MA0890.1",1.72113279119823e-08,0.999296944571779,0.667,0.487,1.08947705682848e-05,"NE_7","GBX2"
"1132","MA0890.1",1.29718530968762e-70,2.23174150067939,0.841,0.476,8.21118301032265e-68,"NFIB high_NE","GBX2"
"1133","MA0891.1",3.83070520112287e-06,0.599968239379794,0.625,0.498,0.00242483639231078,"Club cells_3","GSC2"
"1134","MA0892.1",7.0867649671323e-77,2.25097990670255,0.878,0.489,4.48592222419474e-74,"NFIB high_NE","GSX1"
"1135","MA0892.1",1.05307859520339e-12,0.561659920843503,0.751,0.5,6.66598750763747e-10,"NE_7","GSX1"
"1136","MA0892.1",9.40527616210391e-23,1.63093784939978,0.666,0.495,5.95353981061178e-20,"NE_6","GSX1"
"1137","MA0893.2",1.88060348926993e-63,1.43034153712497,0.833,0.479,1.19042200870786e-60,"NFIB high_NE","GSX2"
"1138","MA0893.2",2.88198635949395e-24,1.17743283462699,0.672,0.483,1.82429736555967e-21,"NE_6","GSX2"
"1139","MA0893.2",2.48995332047718e-07,1.52364700744393,0.66,0.492,0.000157614045186206,"NE_8","GSX2"
"1140","MA0893.2",7.73807877989693e-10,1.10194787185324,0.695,0.489,4.89820386767476e-07,"NE_7","GSX2"
"1141","MA0894.1",1.30916769129117e-24,1.24289263781107,0.68,0.49,8.2870314858731e-22,"NE_6","HESX1"
"1142","MA0894.1",2.50123693057251e-05,1.21702789220689,0.67,0.499,0.015832829770524,"NE_8","HESX1"
"1143","MA0894.1",1.21993729092149e-75,2.81177932908754,0.867,0.485,7.72220305153304e-73,"NFIB high_NE","HESX1"
"1144","MA0894.1",2.64596402046092e-16,0.519699108054051,0.613,0.489,1.67489522495176e-13,"NE_4","HESX1"
"1145","MA0894.1",6.90881524899552e-16,0.740825383670273,0.785,0.495,4.37328005261416e-13,"NE_7","HESX1"
"1146","MA0895.1",9.40562354937136e-35,1.12365817784935,0.734,0.477,5.95375970675207e-32,"Club cell_2","HMBOX1"
"1147","MA0895.1",1.1805903228307e-11,1.52195048508907,0.728,0.487,7.47313674351834e-09,"Cilliated cells","HMBOX1"
"1148","MA0895.1",1.07001287250505e-20,1.70614443424226,0.775,0.485,6.773181482957e-18,"AT2 cells","HMBOX1"
"1149","MA0895.1",4.18681012569856e-63,0.635176967219064,0.671,0.456,2.65025080956719e-60,"Club cells_1","HMBOX1"
"1150","MA0899.1",7.88923535574141e-38,1.10727047858957,0.759,0.484,4.99388598018431e-35,"NFIB high_NE","HOXA10"
"1151","MA0899.1",3.64662667267781e-11,0.62389429923972,0.695,0.492,2.30831468380505e-08,"NE_7","HOXA10"
"1152","MA0899.1",2.05992379057665e-08,0.509018094282836,0.602,0.489,1.30393175943502e-05,"NE_6","HOXA10"
"1153","MA0900.2",9.15092550129837e-72,1.97124985700415,0.827,0.467,5.79253584232187e-69,"NFIB high_NE","HOXA2"
"1154","MA0900.2",6.55729765054461e-23,1.22835404122377,0.658,0.471,4.15076941279474e-20,"NE_6","HOXA2"
"1155","MA0900.2",2.05202493590954e-08,0.721893555232376,0.661,0.478,1.29893178443074e-05,"NE_7","HOXA2"
"1156","MA0900.2",3.77731568765362e-06,1.28825683517704,0.67,0.479,0.00239104083028474,"NE_8","HOXA2"
"1157","MA0901.2",0.00493008152887194,0.624268915459746,0.774,0.495,1,"Stromal cells","HOXB13"
"1158","MA0901.2",1.75363337022701e-16,0.675903502953415,0.638,0.487,1.1100499233537e-13,"NE_6","HOXB13"
"1159","MA0901.2",8.11477623821613e-09,0.548877047269545,0.678,0.492,5.13665335879081e-06,"NE_7","HOXB13"
"1160","MA0901.2",1.66752323886382e-07,1.12037192600325,0.81,0.495,0.00010555422102008,"Endothelial cells","HOXB13"
"1161","MA0901.2",3.05373321689366e-54,1.50225007146678,0.844,0.481,1.93301312629369e-51,"NFIB high_NE","HOXB13"
"1162","MA0902.2",9.15092550129837e-72,1.97124985700415,0.827,0.467,5.79253584232187e-69,"NFIB high_NE","HOXB2"
"1163","MA0902.2",2.05202493590954e-08,0.721893555232376,0.661,0.478,1.29893178443074e-05,"NE_7","HOXB2"
"1164","MA0902.2",3.77731568765362e-06,1.28825683517704,0.67,0.479,0.00239104083028474,"NE_8","HOXB2"
"1165","MA0902.2",6.55729765054461e-23,1.22835404122377,0.658,0.471,4.15076941279474e-20,"NE_6","HOXB2"
"1166","MA0903.1",3.06047301413861e-67,1.95773596636594,0.841,0.483,1.93727941794974e-64,"NFIB high_NE","HOXB3"
"1167","MA0903.1",2.80921879400598e-10,0.98329426362927,0.706,0.494,1.77823549660579e-07,"NE_7","HOXB3"
"1168","MA0903.1",2.55128172209657e-06,0.78073080211102,0.66,0.496,0.00161496133008713,"NE_8","HOXB3"
"1169","MA0903.1",1.80469558563429e-17,1.26511273990719,0.636,0.49,1.14237230570651e-14,"NE_6","HOXB3"
"1170","MA0904.2",3.80202426745145e-55,1.64876343858202,0.836,0.473,2.40668136129677e-52,"NFIB high_NE","HOXB5"
"1171","MA0904.2",9.97266897918893e-24,0.910774372733794,0.68,0.476,6.31269946382659e-21,"NE_6","HOXB5"
"1172","MA0904.2",3.07692798890691e-05,0.914499053781479,0.66,0.486,0.0194769541697808,"NE_8","HOXB5"
"1173","MA0905.1",9.93538800352331e-10,0.798505421072393,0.65,0.49,6.28910060623025e-07,"NE_7","HOXC10"
"1174","MA0905.1",7.24635111030725e-05,0.782853683317108,0.714,0.492,0.0458694025282449,"Endothelial cells","HOXC10"
"1175","MA0905.1",3.95081049907218e-07,2.25012157573716,0.839,0.492,0.000250086304591269,"Stromal cells","HOXC10"
"1176","MA0906.1",9.11147245433192e-09,1.24971671598781,0.833,0.482,5.7675620635921e-06,"Endothelial cells","HOXC12"
"1177","MA0906.1",3.99183198459902e-08,2.20537510626085,0.839,0.482,2.52682964625118e-05,"Stromal cells","HOXC12"
"1178","MA0907.1",3.75065337419824e-06,2.7597544465935,0.71,0.492,0.00237416358586749,"Stromal cells","HOXC13"
"1179","MA0907.1",3.77589324345616e-07,1.31879137203257,0.762,0.491,0.000239014042310775,"Endothelial cells","HOXC13"
"1180","MA0908.1",1.85914519395016e-06,2.16211210764666,0.806,0.486,0.00117683890777045,"Stromal cells","HOXD11"
"1181","MA0908.1",0.000114053243771959,0.518768500830766,0.558,0.484,0.0721957033076499,"NFIB high_NE","HOXD11"
"1182","MA0908.1",1.63978916380393e-13,1.65731036150468,0.952,0.485,1.03798654068789e-10,"Endothelial cells","HOXD11"
"1183","MA0909.2",5.70527478354483e-28,1.07744098363705,0.72,0.483,3.61143893798388e-25,"NFIB high_NE","HOXD13"
"1184","MA0910.2",3.44889670850513e-21,0.916177369102663,0.694,0.484,2.18315161648375e-18,"NFIB high_NE","HOXD8"
"1185","MA0912.2",3.77731568765362e-06,1.28825683517704,0.67,0.479,0.00239104083028474,"NE_8","HOXD3"
"1186","MA0912.2",9.15092550129837e-72,1.97124985700415,0.827,0.467,5.79253584232187e-69,"NFIB high_NE","HOXD3"
"1187","MA0912.2",2.05202493590954e-08,0.721893555232376,0.661,0.478,1.29893178443074e-05,"NE_7","HOXD3"
"1188","MA0912.2",6.55729765054461e-23,1.22835404122377,0.658,0.471,4.15076941279474e-20,"NE_6","HOXD3"
"1189","MA0913.2",5.50364603816638e-06,0.66702302304017,0.7,0.494,0.00348380794215932,"NE_8","HOXD9"
"1190","MA0913.2",5.98853229739602e-27,0.731779916419086,0.722,0.487,3.79074094425168e-24,"NFIB high_NE","HOXD9"
"1191","MA0913.2",4.37598761114377e-13,0.918081366243558,0.734,0.491,2.77000015785401e-10,"NE_7","HOXD9"
"1192","MA0914.1",9.44929350234862e-17,1.14172881505464,0.723,0.496,5.98140278698668e-14,"Club cells_3","ISL2"
"1193","MA0914.1",1.01390608546359e-24,0.759383045105199,0.716,0.489,6.41802552098455e-22,"Club cell_2","ISL2"
"1194","MA0914.1",2.61513842100351e-99,0.921482529060933,0.72,0.46,1.65538262049522e-96,"Club cells_1","ISL2"
"1195","MA0914.1",1.87314588644857e-20,1.29307795825368,0.81,0.496,1.18570134612195e-17,"AT2 cells","ISL2"
"1196","MA1099.2",4.12589918141076e-08,0.869124536847706,0.674,0.486,2.61169418183301e-05,"Cilliated cells","HES1"
"1197","MA1100.2",4.72328623952634e-34,1.90374342396118,0.921,0.557,2.98984018962017e-31,"NE_7","ASCL1"
"1198","MA1100.2",2.13844943630164e-116,1.9070821321386,0.931,0.53,1.35363849317893e-113,"NE_5","ASCL1"
"1199","MA1100.2",6.71802715176799e-92,3.14312226820267,0.943,0.548,4.25251118706913e-89,"NFIB high_NE","ASCL1"
"1200","MA1101.2",1.87732495782371e-283,9.42551652488632,0.882,0.319,1.18834669830241e-280,"NE_2","BACH2"
"1201","MA1102.2",6.28786107053344e-34,0.525754501480795,0.673,0.467,3.98021605764767e-31,"NE_5","CTCFL"
"1202","MA1102.2",1.16653616783815e-07,0.54761255374794,0.728,0.482,7.38417394241546e-05,"Cilliated cells","CTCFL"
"1203","MA1102.2",6.2390047434084e-81,0.587943672103489,0.684,0.445,3.94929000257752e-78,"NE_1","CTCFL"
"1204","MA1102.2",5.18375770908427e-15,3.0284834173176,0.952,0.483,3.28131862985035e-12,"Endothelial cells","CTCFL"
"1205","MA1102.2",5.82481652320211e-07,1.21585797521821,0.606,0.483,0.000368710885918694,"AT2 cells","CTCFL"
"1206","MA1102.2",8.79792248465396e-14,2.84736134765569,1,0.483,5.56908493278596e-11,"Stromal cells","CTCFL"
"1207","MA1103.2",2.28653695627572e-82,1.90674432460232,0.694,0.441,1.44737789332253e-79,"NE_3","FOXK2"
"1208","MA1103.2",1.34790896367131e-37,1.38372372564429,0.832,0.463,8.53226374003939e-35,"Club cells_3","FOXK2"
"1209","MA1103.2",2.08052831912234e-19,3.4808787978795,0.63,0.462,1.31697442600444e-16,"NE_6","FOXK2"
"1210","MA1103.2",0.00145212134881185,0.871287515033556,0.56,0.47,0.9191928137979,"NE_8","FOXK2"
"1211","MA1104.2",1.22500093879439e-63,1.54550466155548,0.633,0.437,7.75425594256851e-61,"Club cells_1","GATA6"
"1212","MA1104.2",7.91899789633972e-21,4.79216708100815,0.976,0.466,5.01272566838305e-18,"Endothelial cells","GATA6"
"1213","MA1104.2",2.02964222956625e-19,1.26417196511263,0.739,0.462,1.28476353131543e-16,"Club cells_3","GATA6"
"1214","MA1104.2",7.98860869368471e-05,0.604158489852565,0.532,0.465,0.0505678930310242,"Club cell_2","GATA6"
"1215","MA1105.2",1.29132022180791e-55,1.05269015666421,0.924,0.395,8.17405700404408e-53,"Club cells_3","GRHL2"
"1216","MA1105.2",0,3.47108165875038,0.962,0.303,0,"Club cells_1","GRHL2"
"1217","MA1105.2",1.04146506941598e-154,2.212699345718,0.956,0.377,6.59247388940315e-152,"Club cell_2","GRHL2"
"1218","MA1106.1",5.43509231739294e-11,0.912781136876915,0.69,0.483,3.44041343690973e-08,"AT2 cells","HIF1A"
"1219","MA1106.1",3.26842711328473e-07,1.45274769631749,0.786,0.485,0.000206891436270923,"Endothelial cells","HIF1A"
"1220","MA1108.2",9.55151451449482e-14,1.81484464588092,0.712,0.516,6.04610868767522e-11,"NE_7","MXI1"
"1221","MA1108.2",2.66558526989107e-31,0.746709852387342,0.773,0.509,1.68731547584105e-28,"NFIB high_NE","MXI1"
"1222","MA1109.1",1.32005416131889e-110,6.08996673689372,0.929,0.573,8.35594284114856e-108,"NFIB high_NE","NEUROD1"
"1223","MA1110.1",0.000113076450579666,0.772910181262057,0.762,0.499,0.0715773932169287,"Endothelial cells","NR1H4"
"1224","MA1110.1",1.50507802040306e-60,0.751548037328988,0.677,0.467,9.52714386915135e-58,"Club cells_1","NR1H4"
"1225","MA1111.1",0,1.91206160115367,0.853,0.369,0,"Club cells_1","NR2F2"
"1226","MA1111.1",2.54013616172151e-94,2.2337949349685,0.856,0.423,1.60790619036972e-91,"Club cell_2","NR2F2"
"1227","MA1111.1",8.85796744888444e-62,2.69978148085691,0.924,0.435,5.60709339514385e-59,"Club cells_3","NR2F2"
"1228","MA1112.2",3.98564596105612e-29,0.805393071985435,0.706,0.48,2.52291389334852e-26,"Club cell_2","NR4A1"
"1229","MA1112.2",3.23001598509729e-05,0.57334174241231,0.62,0.49,0.0204460011856658,"AT2 cells","NR4A1"
"1230","MA1112.2",2.98645379942607e-76,0.853913785594878,0.677,0.457,1.8904252550367e-73,"Club cells_1","NR4A1"
"1231","MA1112.2",5.81994778149591e-17,0.856194044830353,0.745,0.486,3.68402694568691e-14,"Club cells_3","NR4A1"
"1232","MA1112.2",0.00653071254823352,0.535354849685984,0.742,0.491,1,"Stromal cells","NR4A1"
"1233","MA1112.2",2.85861152534481e-08,0.747633346725156,0.728,0.489,1.80950109554327e-05,"Cilliated cells","NR4A1"
"1234","MA1113.2",1.16824298257999e-42,1.52805046852428,0.921,0.492,7.39497807973137e-40,"NE_7","PBX2"
"1235","MA1113.2",2.41945615590594e-146,2.10499501760687,0.812,0.458,1.53151574668846e-143,"NE_3","PBX2"
"1236","MA1113.2",6.77919441468254e-17,2.04128855540374,0.86,0.496,4.29123006449405e-14,"NE_8","PBX2"
"1237","MA1113.2",3.04258605442935e-09,2.50776964360491,0.598,0.495,1.92595697245378e-06,"NE_6","PBX2"
"1238","MA1114.1",5.88287150091999e-140,2.42654362534296,0.798,0.445,3.72385766008236e-137,"NE_2","PBX3"
"1239","MA1114.1",2.24722536658924e-246,2.21378091481785,0.889,0.435,1.42249365705099e-243,"NE_3","PBX3"
"1240","MA1115.1",1.03539043639866e-32,0.581286519778496,0.759,0.485,6.55402146240351e-30,"NFIB high_NE","POU5F1"
"1241","MA1115.1",1.84874242973419e-09,0.591006946025234,0.695,0.492,1.17025395802174e-06,"NE_7","POU5F1"
"1242","MA1115.1",6.41237370997693e-07,1.61046104795777,0.563,0.489,0.00040590325584154,"NE_4","POU5F1"
"1243","MA1116.1",0,2.52099064274573,0.921,0.35,0,"Club cells_1","RBPJ"
"1244","MA1116.1",1.34193001648916e-102,1.55968861594945,0.881,0.415,8.49441700437637e-100,"Club cell_2","RBPJ"
"1245","MA1116.1",5.74003765678239e-12,4.13797951795333,0.935,0.437,3.63344383674325e-09,"Stromal cells","RBPJ"
"1246","MA1116.1",1.46743281787147e-13,1.1046258461355,0.929,0.437,9.28884973712641e-11,"Endothelial cells","RBPJ"
"1247","MA1116.1",3.99049506400143e-38,1.01912836273806,0.848,0.43,2.52598337551291e-35,"Club cells_3","RBPJ"
"1248","MA1117.1",3.40375456218509e-80,1.08464283795786,0.667,0.437,2.15457663786317e-77,"Club cells_1","RELB"
"1249","MA1117.1",1.43318589474283e-13,2.85870666937468,0.935,0.471,9.07206671372213e-11,"Stromal cells","RELB"
"1250","MA1117.1",4.25588405195827e-12,2.70371638536691,0.881,0.471,2.69397460488959e-09,"Endothelial cells","RELB"
"1251","MA1117.1",2.80598146746679e-18,1.67726770011008,0.75,0.467,1.77618626890648e-15,"Club cells_3","RELB"
"1252","MA1118.1",2.99392182032196e-12,2.81097546406026,0.82,0.51,1.8951525122638e-09,"NE_8","SIX1"
"1253","MA1118.1",1.39746986802866e-41,0.654446035615674,0.654,0.494,8.84598426462143e-39,"NE_3","SIX1"
"1254","MA1118.1",6.4879198012051e-30,0.830585357974758,0.825,0.507,4.10685323416283e-27,"NE_7","SIX1"
"1255","MA1118.1",1.67678409767972e-16,3.21344531115783,0.654,0.505,1.06140433383126e-13,"NE_6","SIX1"
"1256","MA1119.1",9.14621745253673e-12,2.33902120745662,0.837,0.515,5.78955564745575e-09,"Cilliated cells","SIX2"
"1257","MA1119.1",1.381441407608e-35,0.94391370023469,0.707,0.501,8.74452411015865e-33,"NE_5","SIX2"
"1258","MA1119.1",1.83169710076369e-33,1.09554982708167,0.859,0.511,1.15946426478342e-30,"NE_7","SIX2"
"1259","MA1119.1",5.33151735409974e-48,1.87928586715814,0.688,0.496,3.37485048514514e-45,"NE_3","SIX2"
"1260","MA1119.1",9.19438843797574e-10,3.15067654435159,0.69,0.517,5.82004788123864e-07,"NE_8","SIX2"
"1261","MA1119.1",9.59015358998764e-17,0.951577576079287,0.662,0.51,6.07056722246218e-14,"NE_6","SIX2"
"1262","MA1120.1",3.69514375125422e-72,3.52357702429837,0.881,0.509,2.33902599454392e-69,"NFIB high_NE","SOX13"
"1263","MA1120.1",2.71321421376561e-18,3.78262051779695,0.976,0.523,1.71746459731363e-15,"Endothelial cells","SOX13"
"1264","MA1120.1",6.11505928035378e-72,0.69564616124608,0.75,0.494,3.87083252446394e-69,"NE_3","SOX13"
"1265","MA1121.1",0,5.60545338200904,0.981,0.182,0,"Club cells_1","TEAD2"
"1266","MA1122.1",5.41255539026704e-18,2.91908820775637,0.976,0.475,3.42614756203904e-15,"Endothelial cells","TFDP1"
"1267","MA1122.1",1.10233187070586e-09,2.76731947536606,0.839,0.476,6.9777607415681e-07,"Stromal cells","TFDP1"
"1268","MA1123.2",3.65537862936028e-08,0.882057613649945,0.79,0.554,2.31385467238506e-05,"NE_8","TWIST1"
"1269","MA1123.2",2.1500453331568e-26,1.07559575704008,0.87,0.55,1.36097869588825e-23,"NE_7","TWIST1"
"1270","MA1123.2",2.96305891509633e-43,0.665894257329075,0.761,0.538,1.87561629325597e-40,"NE_5","TWIST1"
"1271","MA1123.2",1.26413760071471e-38,1.69920906330728,0.827,0.545,8.00199101252411e-36,"NFIB high_NE","TWIST1"
"1272","MA1124.1",2.81165169909552e-52,0.560495071728131,0.704,0.492,1.77977552552746e-49,"NE_2","ZNF24"
"1273","MA1124.1",2.07242447110477e-103,1.10117733723345,0.78,0.483,1.31184469020932e-100,"NE_3","ZNF24"
"1274","MA1124.1",3.35100305083947e-06,0.519670722590341,0.68,0.517,0.00212118493118139,"NE_8","ZNF24"
"1275","MA1124.1",4.79207563951843e-34,1.00156241435442,0.796,0.507,3.03338387981517e-31,"NFIB high_NE","ZNF24"
"1276","MA1125.1",6.52984584140807e-22,7.04585471920248,0.976,0.45,4.13339241761131e-19,"Endothelial cells","ZNF384"
"1277","MA1125.1",1.88992184950748e-07,1.37441709792506,0.375,0.461,0.000119632053073824,"NE_4","ZNF384"
"1278","MA1125.1",9.70532157557968e-18,5.19721760305983,1,0.451,6.14346855734193e-15,"Stromal cells","ZNF384"
"1279","MA1126.1",7.40801144199059e-08,2.93036193902251,0.553,0.441,4.68927124278004e-05,"NE_6","FOS::JUN(var.2)"
"1280","MA1126.1",1.42558246071305e-12,3.8222067207183,0.968,0.445,9.02393697631361e-10,"Stromal cells","FOS::JUN(var.2)"
"1281","MA1126.1",8.06321357876157e-19,3.47422768789126,0.976,0.445,5.10401419535607e-16,"Endothelial cells","FOS::JUN(var.2)"
"1282","MA1126.1",1.15531130287515e-66,2.20251195474796,0.643,0.419,7.31312054719968e-64,"NE_2","FOS::JUN(var.2)"
"1283","MA1127.1",0.000462780788116417,0.525992661272406,0.49,0.441,0.292940238877692,"NE_4","FOSB::JUN"
"1284","MA1127.1",1.03320562289659e-21,4.28979338818811,1,0.443,6.54019159293542e-19,"Endothelial cells","FOSB::JUN"
"1285","MA1127.1",8.65477947948778e-13,1.47179951440842,0.592,0.437,5.47847541051576e-10,"NE_6","FOSB::JUN"
"1286","MA1127.1",2.83074737609239e-12,4.82315158476795,0.935,0.444,1.79186308906648e-09,"Stromal cells","FOSB::JUN"
"1287","MA1127.1",3.29799232606077e-48,1.7140929458606,0.6,0.423,2.08762914239647e-45,"NE_2","FOSB::JUN"
"1288","MA1128.1",5.40644710861124e-285,13.2920179190726,0.888,0.315,3.42228101975091e-282,"NE_2","FOSL1::JUN"
"1289","MA1129.1",1.57831369889865e-20,3.24317786670685,0.952,0.453,9.99072571402846e-18,"Endothelial cells","FOSL1::JUN(var.2)"
"1290","MA1129.1",4.38560681191357e-12,3.24485747136831,0.935,0.454,2.77608911194129e-09,"Stromal cells","FOSL1::JUN(var.2)"
"1291","MA1129.1",1.33189694030064e-15,1.61517948258643,0.614,0.445,8.43090763210303e-13,"NE_6","FOSL1::JUN(var.2)"
"1292","MA1129.1",1.80586635893333e-50,2.08831023268645,0.616,0.432,1.1431134052048e-47,"NE_2","FOSL1::JUN(var.2)"
"1293","MA1130.1",3.36122938256794e-286,14.5462998492548,0.888,0.316,2.12765819916551e-283,"NE_2","FOSL2::JUN"
"1294","MA1131.1",1.09480185093028e-11,4.61248257685919,0.903,0.438,6.93009571638866e-09,"Stromal cells","FOSL2::JUN(var.2)"
"1295","MA1131.1",3.41324568513137e-66,3.30981572182146,0.639,0.411,2.16058451868816e-63,"NE_2","FOSL2::JUN(var.2)"
"1296","MA1131.1",3.71666150389358e-21,2.13466309821784,0.976,0.437,2.35264673196463e-18,"Endothelial cells","FOSL2::JUN(var.2)"
"1297","MA1132.1",7.83892967408148e-288,11.1016158618633,0.894,0.314,4.96204248369358e-285,"NE_2","JUN::JUNB"
"1298","MA1133.1",1.58624149160158e-38,2.03683170934746,0.604,0.431,1.0040908641838e-35,"NE_2","JUN::JUNB(var.2)"
"1299","MA1133.1",6.10991572889809e-14,3.63920334660213,0.968,0.451,3.86757665639249e-11,"Stromal cells","JUN::JUNB(var.2)"
"1300","MA1133.1",2.17134180277782e-21,3.2587906449434,1,0.45,1.37445936115836e-18,"Endothelial cells","JUN::JUNB(var.2)"
"1301","MA1133.1",4.2046141755398e-09,0.868842992544396,0.561,0.446,2.6615207731167e-06,"NE_6","JUN::JUNB(var.2)"
"1302","MA1133.1",6.10568487517749e-05,0.7201014841445,0.505,0.447,0.0386489852598735,"NE_4","JUN::JUNB(var.2)"
"1303","MA1134.1",1.05980114893953e-284,11.5975395713094,0.888,0.316,6.70854127278723e-282,"NE_2","FOS::JUNB"
"1304","MA1135.1",4.9362528230015e-284,12.9997922318003,0.891,0.317,3.12464803695995e-281,"NE_2","FOSB::JUNB"
